,cell_type,sampleID,status
91116,Venous_Endo,GT_IZ_P9,IZ
91117,Myofib,GT_IZ_P9,IZ
91118,CCL18_Macrophages,GT_IZ_P9,IZ
91119,intermediate_CM,GT_IZ_P9,IZ
91120,Arterial_Endo,GT_IZ_P9,IZ
91121,Fib_0,GT_IZ_P9,IZ
91122,Fib_0,GT_IZ_P9,IZ
91123,Myofib,GT_IZ_P9,IZ
91124,Fib_SCARA5,GT_IZ_P9,IZ
91125,Venous_Endo,GT_IZ_P9,IZ
91126,healthy_CM,GT_IZ_P9,IZ
91127,healthy_CM,GT_IZ_P9,IZ
91128,Pericyte_1,GT_IZ_P9,IZ
91129,healthy_CM,GT_IZ_P9,IZ
91130,Fib_0,GT_IZ_P9,IZ
91131,Fib_0,GT_IZ_P9,IZ
91132,healthy_CM,GT_IZ_P9,IZ
91133,intermediate_CM,GT_IZ_P9,IZ
91134,Fib_SCARA5,GT_IZ_P9,IZ
91135,healthy_CM,GT_IZ_P9,IZ
91136,Venous_Endo,GT_IZ_P9,IZ
91137,vSMCs_2,GT_IZ_P9,IZ
91138,healthy_CM,GT_IZ_P9,IZ
91139,healthy_CM,GT_IZ_P9,IZ
91140,intermediate_CM,GT_IZ_P9,IZ
91141,Myofib,GT_IZ_P9,IZ
91142,healthy_CM,GT_IZ_P9,IZ
91143,intermediate_CM,GT_IZ_P9,IZ
91144,prolif,GT_IZ_P9,IZ
91145,Venous_Endo,GT_IZ_P9,IZ
91146,Pericyte_1,GT_IZ_P9,IZ
91147,CD4,GT_IZ_P9,IZ
91148,Fib_0,GT_IZ_P9,IZ
91149,Venous_Endo,GT_IZ_P9,IZ
91150,healthy_CM,GT_IZ_P9,IZ
91151,intermediate_CM,GT_IZ_P9,IZ
91152,Fib_0,GT_IZ_P9,IZ
91153,healthy_CM,GT_IZ_P9,IZ
91154,healthy_CM,GT_IZ_P9,IZ
91155,vSMCs_2,GT_IZ_P9,IZ
91156,intermediate_CM,GT_IZ_P9,IZ
91157,Fib_0,GT_IZ_P9,IZ
91158,Myofib,GT_IZ_P9,IZ
91159,LYVE_FOLR_Macrophages,GT_IZ_P9,IZ
91160,Capillary_Endo,GT_IZ_P9,IZ
91161,Fib_0,GT_IZ_P9,IZ
91162,Myofib,GT_IZ_P9,IZ
91163,Venous_Endo,GT_IZ_P9,IZ
91164,healthy_CM,GT_IZ_P9,IZ
91165,healthy_CM,GT_IZ_P9,IZ
91166,damaged_CM,GT_IZ_P9,IZ
91167,vCM_3,GT_IZ_P9,IZ
91168,Venous_Endo,GT_IZ_P9,IZ
91169,damaged_CM,GT_IZ_P9,IZ
91170,vCM_3,GT_IZ_P9,IZ
91171,vCM_4,GT_IZ_P9,IZ
91172,Myofib,GT_IZ_P9,IZ
91173,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91174,Venous_Endo,GT_IZ_P9,IZ
91175,Fib_0,GT_IZ_P9,IZ
91176,Fib_0,GT_IZ_P9,IZ
91177,Myofib,GT_IZ_P9,IZ
91178,healthy_CM,GT_IZ_P9,IZ
91179,Fib_0,GT_IZ_P9,IZ
91180,intermediate_CM,GT_IZ_P9,IZ
91181,Capillary_Endo,GT_IZ_P9,IZ
91182,damaged_CM,GT_IZ_P9,IZ
91183,intermediate_CM,GT_IZ_P9,IZ
91184,perivascular_fibroblasts,GT_IZ_P9,IZ
91185,Endocardial_Endo,GT_IZ_P9,IZ
91186,healthy_CM,GT_IZ_P9,IZ
91187,healthy_CM,GT_IZ_P9,IZ
91188,Fib_0,GT_IZ_P9,IZ
91189,Venous_Endo,GT_IZ_P9,IZ
91190,Myofib,GT_IZ_P9,IZ
91191,vSMCs_1,GT_IZ_P9,IZ
91192,healthy_CM,GT_IZ_P9,IZ
91193,healthy_CM,GT_IZ_P9,IZ
91194,prolif,GT_IZ_P9,IZ
91195,Fib_0,GT_IZ_P9,IZ
91196,intermediate_CM,GT_IZ_P9,IZ
91197,LYVE_FOLR_Macrophages,GT_IZ_P9,IZ
91198,Fib_0,GT_IZ_P9,IZ
91199,intermediate_CM,GT_IZ_P9,IZ
91200,healthy_CM,GT_IZ_P9,IZ
91201,healthy_CM,GT_IZ_P9,IZ
91202,prolif,GT_IZ_P9,IZ
91203,Fib_0,GT_IZ_P9,IZ
91204,Capillary_Endo,GT_IZ_P9,IZ
91205,Fib_0,GT_IZ_P9,IZ
91206,Fib_0,GT_IZ_P9,IZ
91207,Myofib,GT_IZ_P9,IZ
91208,Arterial_Endo,GT_IZ_P9,IZ
91209,Fib_0,GT_IZ_P9,IZ
91210,Myofib,GT_IZ_P9,IZ
91211,intermediate_CM,GT_IZ_P9,IZ
91212,Fib_0,GT_IZ_P9,IZ
91213,vCM_4,GT_IZ_P9,IZ
91214,vCM_4,GT_IZ_P9,IZ
91215,prolif,GT_IZ_P9,IZ
91216,Fib_0,GT_IZ_P9,IZ
91217,perivascular_fibroblasts,GT_IZ_P9,IZ
91218,Fib_0,GT_IZ_P9,IZ
91219,damaged_CM,GT_IZ_P9,IZ
91220,Pericyte_1,GT_IZ_P9,IZ
91221,healthy_CM,GT_IZ_P9,IZ
91222,prolif,GT_IZ_P9,IZ
91223,Arterial_Endo,GT_IZ_P9,IZ
91224,Fib_0,GT_IZ_P9,IZ
91225,Fib_0,GT_IZ_P9,IZ
91226,prolif,GT_IZ_P9,IZ
91227,Myofib,GT_IZ_P9,IZ
91228,healthy_CM,GT_IZ_P9,IZ
91229,vCM_4,GT_IZ_P9,IZ
91230,Fib_0,GT_IZ_P9,IZ
91231,healthy_CM,GT_IZ_P9,IZ
91232,Fib_0,GT_IZ_P9,IZ
91233,Fib_0,GT_IZ_P9,IZ
91234,Myofib,GT_IZ_P9,IZ
91235,intermediate_CM,GT_IZ_P9,IZ
91236,Fib_0,GT_IZ_P9,IZ
91237,Myofib,GT_IZ_P9,IZ
91238,healthy_CM,GT_IZ_P9,IZ
91239,Fib_0,GT_IZ_P9,IZ
91240,healthy_CM,GT_IZ_P9,IZ
91241,perivascular_fibroblasts,GT_IZ_P9,IZ
91242,Endocardial_Endo,GT_IZ_P9,IZ
91243,Lymphatic_Endo,GT_IZ_P9,IZ
91244,vCM_4,GT_IZ_P9,IZ
91245,Myofib,GT_IZ_P9,IZ
91246,healthy_CM,GT_IZ_P9,IZ
91247,perivascular_fibroblasts,GT_IZ_P9,IZ
91248,Venous_Endo,GT_IZ_P9,IZ
91249,healthy_CM,GT_IZ_P9,IZ
91250,vSMCs_1,GT_IZ_P9,IZ
91251,healthy_CM,GT_IZ_P9,IZ
91252,Fib_0,GT_IZ_P9,IZ
91253,healthy_CM,GT_IZ_P9,IZ
91254,vCM_3,GT_IZ_P9,IZ
91255,vCM_3,GT_IZ_P9,IZ
91256,Endocardial_Endo,GT_IZ_P9,IZ
91257,intermediate_CM,GT_IZ_P9,IZ
91258,Endocardial_Endo,GT_IZ_P9,IZ
91259,Fib_0,GT_IZ_P9,IZ
91260,damaged_CM,GT_IZ_P9,IZ
91261,intermediate_CM,GT_IZ_P9,IZ
91262,healthy_CM,GT_IZ_P9,IZ
91263,Myofib,GT_IZ_P9,IZ
91264,Myofib,GT_IZ_P9,IZ
91265,healthy_CM,GT_IZ_P9,IZ
91266,Fib_SCARA5,GT_IZ_P9,IZ
91267,Fib_0,GT_IZ_P9,IZ
91268,healthy_CM,GT_IZ_P9,IZ
91269,Venous_Endo,GT_IZ_P9,IZ
91270,damaged_CM,GT_IZ_P9,IZ
91271,healthy_CM,GT_IZ_P9,IZ
91272,healthy_CM,GT_IZ_P9,IZ
91273,Myofib,GT_IZ_P9,IZ
91274,Fib_0,GT_IZ_P9,IZ
91275,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91276,intermediate_CM,GT_IZ_P9,IZ
91277,Fib_0,GT_IZ_P9,IZ
91278,Myofib,GT_IZ_P9,IZ
91279,healthy_CM,GT_IZ_P9,IZ
91280,Fib_0,GT_IZ_P9,IZ
91281,healthy_CM,GT_IZ_P9,IZ
91282,CCL18_Macrophages,GT_IZ_P9,IZ
91283,damaged_CM,GT_IZ_P9,IZ
91284,intermediate_CM,GT_IZ_P9,IZ
91285,Fib_SCARA5,GT_IZ_P9,IZ
91286,Capillary_Endo,GT_IZ_P9,IZ
91287,Fib_0,GT_IZ_P9,IZ
91288,perivascular_fibroblasts,GT_IZ_P9,IZ
91289,healthy_CM,GT_IZ_P9,IZ
91290,Fib_0,GT_IZ_P9,IZ
91291,intermediate_CM,GT_IZ_P9,IZ
91292,Myofib,GT_IZ_P9,IZ
91293,Capillary_Endo,GT_IZ_P9,IZ
91294,Fib_0,GT_IZ_P9,IZ
91295,Pericyte_1,GT_IZ_P9,IZ
91296,Capillary_Endo,GT_IZ_P9,IZ
91297,perivascular_fibroblasts,GT_IZ_P9,IZ
91298,healthy_CM,GT_IZ_P9,IZ
91299,intermediate_CM,GT_IZ_P9,IZ
91300,Venous_Endo,GT_IZ_P9,IZ
91301,healthy_CM,GT_IZ_P9,IZ
91302,vCM_4,GT_IZ_P9,IZ
91303,vSMCs_1,GT_IZ_P9,IZ
91304,Myofib,GT_IZ_P9,IZ
91305,healthy_CM,GT_IZ_P9,IZ
91306,Lymphatic_Endo,GT_IZ_P9,IZ
91307,Myofib,GT_IZ_P9,IZ
91308,Fib_SCARA5,GT_IZ_P9,IZ
91309,vCM_3,GT_IZ_P9,IZ
91310,healthy_CM,GT_IZ_P9,IZ
91311,vCM_4,GT_IZ_P9,IZ
91312,Fib_0,GT_IZ_P9,IZ
91313,Venous_Endo,GT_IZ_P9,IZ
91314,Fib_0,GT_IZ_P9,IZ
91315,perivascular_fibroblasts,GT_IZ_P9,IZ
91316,Fib_0,GT_IZ_P9,IZ
91317,Fib_0,GT_IZ_P9,IZ
91318,healthy_CM,GT_IZ_P9,IZ
91319,intermediate_CM,GT_IZ_P9,IZ
91320,Fib_0,GT_IZ_P9,IZ
91321,healthy_CM,GT_IZ_P9,IZ
91322,Fib_0,GT_IZ_P9,IZ
91323,Fib_0,GT_IZ_P9,IZ
91324,CCL18_Macrophages,GT_IZ_P9,IZ
91325,damaged_CM,GT_IZ_P9,IZ
91326,Myofib,GT_IZ_P9,IZ
91327,CCL18_Macrophages,GT_IZ_P9,IZ
91328,Myofib,GT_IZ_P9,IZ
91329,Myofib,GT_IZ_P9,IZ
91330,Capillary_Endo,GT_IZ_P9,IZ
91331,Myofib,GT_IZ_P9,IZ
91332,Fib_0,GT_IZ_P9,IZ
91333,vSMCs_1,GT_IZ_P9,IZ
91334,damaged_CM,GT_IZ_P9,IZ
91335,Fib_0,GT_IZ_P9,IZ
91336,Fib_0,GT_IZ_P9,IZ
91337,Fib_0,GT_IZ_P9,IZ
91338,Fib_SCARA5,GT_IZ_P9,IZ
91339,Fib_SCARA5,GT_IZ_P9,IZ
91340,healthy_CM,GT_IZ_P9,IZ
91341,healthy_CM,GT_IZ_P9,IZ
91342,healthy_CM,GT_IZ_P9,IZ
91343,vSMCs_2,GT_IZ_P9,IZ
91344,healthy_CM,GT_IZ_P9,IZ
91345,Fib_0,GT_IZ_P9,IZ
91346,prolif,GT_IZ_P9,IZ
91347,perivascular_fibroblasts,GT_IZ_P9,IZ
91348,Pericyte_1,GT_IZ_P9,IZ
91349,Capillary_Endo,GT_IZ_P9,IZ
91350,Venous_Endo,GT_IZ_P9,IZ
91351,Myofib,GT_IZ_P9,IZ
91352,Monocytes,GT_IZ_P9,IZ
91353,Arterial_Endo,GT_IZ_P9,IZ
91354,Fib_0,GT_IZ_P9,IZ
91355,Fib_SCARA5,GT_IZ_P9,IZ
91356,intermediate_CM,GT_IZ_P9,IZ
91357,healthy_CM,GT_IZ_P9,IZ
91358,Myofib,GT_IZ_P9,IZ
91359,Capillary_Endo,GT_IZ_P9,IZ
91360,Myofib,GT_IZ_P9,IZ
91361,intermediate_CM,GT_IZ_P9,IZ
91362,Pericyte_1,GT_IZ_P9,IZ
91363,Myofib,GT_IZ_P9,IZ
91364,vCM_4,GT_IZ_P9,IZ
91365,healthy_CM,GT_IZ_P9,IZ
91366,Fib_0,GT_IZ_P9,IZ
91367,Fib_0,GT_IZ_P9,IZ
91368,vCM_3,GT_IZ_P9,IZ
91369,intermediate_CM,GT_IZ_P9,IZ
91370,intermediate_CM,GT_IZ_P9,IZ
91371,Capillary_Endo,GT_IZ_P9,IZ
91372,Capillary_Endo,GT_IZ_P9,IZ
91373,Fib_0,GT_IZ_P9,IZ
91374,Fib_0,GT_IZ_P9,IZ
91375,prolif,GT_IZ_P9,IZ
91376,Myofib,GT_IZ_P9,IZ
91377,healthy_CM,GT_IZ_P9,IZ
91378,damaged_CM,GT_IZ_P9,IZ
91379,Fib_0,GT_IZ_P9,IZ
91380,Fib_0,GT_IZ_P9,IZ
91381,vCM_4,GT_IZ_P9,IZ
91382,damaged_CM,GT_IZ_P9,IZ
91383,Myofib,GT_IZ_P9,IZ
91384,healthy_CM,GT_IZ_P9,IZ
91385,Monocytes,GT_IZ_P9,IZ
91386,Myofib,GT_IZ_P9,IZ
91387,vCM_4,GT_IZ_P9,IZ
91388,Myofib,GT_IZ_P9,IZ
91389,Fib_0,GT_IZ_P9,IZ
91390,Fib_SCARA5,GT_IZ_P9,IZ
91391,Myofib,GT_IZ_P9,IZ
91392,vCM_3,GT_IZ_P9,IZ
91393,healthy_CM,GT_IZ_P9,IZ
91394,damaged_CM,GT_IZ_P9,IZ
91395,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91396,Capillary_Endo,GT_IZ_P9,IZ
91397,damaged_CM,GT_IZ_P9,IZ
91398,Fib_0,GT_IZ_P9,IZ
91399,Myofib,GT_IZ_P9,IZ
91400,vCM_3,GT_IZ_P9,IZ
91401,Myofib,GT_IZ_P9,IZ
91402,Fib_0,GT_IZ_P9,IZ
91403,healthy_CM,GT_IZ_P9,IZ
91404,Myofib,GT_IZ_P9,IZ
91405,Venous_Endo,GT_IZ_P9,IZ
91406,intermediate_CM,GT_IZ_P9,IZ
91407,damaged_CM,GT_IZ_P9,IZ
91408,damaged_CM,GT_IZ_P9,IZ
91409,Fib_0,GT_IZ_P9,IZ
91410,healthy_CM,GT_IZ_P9,IZ
91411,Myofib,GT_IZ_P9,IZ
91412,Fib_0,GT_IZ_P9,IZ
91413,healthy_CM,GT_IZ_P9,IZ
91414,Venous_Endo,GT_IZ_P9,IZ
91415,vCM_4,GT_IZ_P9,IZ
91416,vCM_4,GT_IZ_P9,IZ
91417,Fib_0,GT_IZ_P9,IZ
91418,Venous_Endo,GT_IZ_P9,IZ
91419,healthy_CM,GT_IZ_P9,IZ
91420,Fib_0,GT_IZ_P9,IZ
91421,Myofib,GT_IZ_P9,IZ
91422,Myofib,GT_IZ_P9,IZ
91423,Myofib,GT_IZ_P9,IZ
91424,healthy_CM,GT_IZ_P9,IZ
91425,Fib_0,GT_IZ_P9,IZ
91426,healthy_CM,GT_IZ_P9,IZ
91427,Fib_0,GT_IZ_P9,IZ
91428,healthy_CM,GT_IZ_P9,IZ
91429,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91430,Fib_0,GT_IZ_P9,IZ
91431,healthy_CM,GT_IZ_P9,IZ
91432,Fib_0,GT_IZ_P9,IZ
91433,Myofib,GT_IZ_P9,IZ
91434,vCM_3,GT_IZ_P9,IZ
91435,Fib_0,GT_IZ_P9,IZ
91436,vCM_3,GT_IZ_P9,IZ
91437,intermediate_CM,GT_IZ_P9,IZ
91438,Myofib,GT_IZ_P9,IZ
91439,Lymphatic_Endo,GT_IZ_P9,IZ
91440,Capillary_Endo,GT_IZ_P9,IZ
91441,Fib_SCARA5,GT_IZ_P9,IZ
91442,intermediate_CM,GT_IZ_P9,IZ
91443,healthy_CM,GT_IZ_P9,IZ
91444,Endocardial_Endo,GT_IZ_P9,IZ
91445,Myofib,GT_IZ_P9,IZ
91446,healthy_CM,GT_IZ_P9,IZ
91447,healthy_CM,GT_IZ_P9,IZ
91448,LYVE_FOLR_Macrophages,GT_IZ_P9,IZ
91449,Fib_0,GT_IZ_P9,IZ
91450,Myofib,GT_IZ_P9,IZ
91451,damaged_CM,GT_IZ_P9,IZ
91452,healthy_CM,GT_IZ_P9,IZ
91453,Fib_0,GT_IZ_P9,IZ
91454,Fib_3,GT_IZ_P9,IZ
91455,vCM_4,GT_IZ_P9,IZ
91456,Fib_0,GT_IZ_P9,IZ
91457,Fib_0,GT_IZ_P9,IZ
91458,Fib_0,GT_IZ_P9,IZ
91459,Myofib,GT_IZ_P9,IZ
91460,Fib_0,GT_IZ_P9,IZ
91461,Fib_0,GT_IZ_P9,IZ
91462,Fib_0,GT_IZ_P9,IZ
91463,vCM_4,GT_IZ_P9,IZ
91464,Myofib,GT_IZ_P9,IZ
91465,perivascular_fibroblasts,GT_IZ_P9,IZ
91466,vCM_4,GT_IZ_P9,IZ
91467,Fib_0,GT_IZ_P9,IZ
91468,intermediate_CM,GT_IZ_P9,IZ
91469,Fib_SCARA5,GT_IZ_P9,IZ
91470,Fib_0,GT_IZ_P9,IZ
91471,intermediate_CM,GT_IZ_P9,IZ
91472,Venous_Endo,GT_IZ_P9,IZ
91473,Capillary_Endo,GT_IZ_P9,IZ
91474,Monocytes,GT_IZ_P9,IZ
91475,Myofib,GT_IZ_P9,IZ
91476,vCM_3,GT_IZ_P9,IZ
91477,intermediate_CM,GT_IZ_P9,IZ
91478,Fib_0,GT_IZ_P9,IZ
91479,healthy_CM,GT_IZ_P9,IZ
91480,healthy_CM,GT_IZ_P9,IZ
91481,damaged_CM,GT_IZ_P9,IZ
91482,Pericyte_1,GT_IZ_P9,IZ
91483,Fib_0,GT_IZ_P9,IZ
91484,Fib_0,GT_IZ_P9,IZ
91485,Fib_0,GT_IZ_P9,IZ
91486,Fib_0,GT_IZ_P9,IZ
91487,Endocardial_Endo,GT_IZ_P9,IZ
91488,Fib_0,GT_IZ_P9,IZ
91489,Myofib,GT_IZ_P9,IZ
91490,Fib_0,GT_IZ_P9,IZ
91491,Capillary_Endo,GT_IZ_P9,IZ
91492,damaged_CM,GT_IZ_P9,IZ
91493,healthy_CM,GT_IZ_P9,IZ
91494,Fib_0,GT_IZ_P9,IZ
91495,intermediate_CM,GT_IZ_P9,IZ
91496,Lymphatic_Endo,GT_IZ_P9,IZ
91497,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91498,Pericyte_1,GT_IZ_P9,IZ
91499,Myofib,GT_IZ_P9,IZ
91500,vCM_4,GT_IZ_P9,IZ
91501,Fib_0,GT_IZ_P9,IZ
91502,Capillary_Endo,GT_IZ_P9,IZ
91503,healthy_CM,GT_IZ_P9,IZ
91504,Fib_0,GT_IZ_P9,IZ
91505,Venous_Endo,GT_IZ_P9,IZ
91506,Venous_Endo,GT_IZ_P9,IZ
91507,Myofib,GT_IZ_P9,IZ
91508,Arterial_Endo,GT_IZ_P9,IZ
91509,damaged_CM,GT_IZ_P9,IZ
91510,healthy_CM,GT_IZ_P9,IZ
91511,Fib_0,GT_IZ_P9,IZ
91512,SPP1_Macrophages,GT_IZ_P9,IZ
91513,Capillary_Endo,GT_IZ_P9,IZ
91514,intermediate_CM,GT_IZ_P9,IZ
91515,Adipo,GT_IZ_P9,IZ
91516,Venous_Endo,GT_IZ_P9,IZ
91517,Fib_0,GT_IZ_P9,IZ
91518,Fib_0,GT_IZ_P9,IZ
91519,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91520,vCM_4,GT_IZ_P9,IZ
91521,Fib_0,GT_IZ_P9,IZ
91522,Endocardial_Endo,GT_IZ_P9,IZ
91523,damaged_CM,GT_IZ_P9,IZ
91524,CCL18_Macrophages,GT_IZ_P9,IZ
91525,Fib_0,GT_IZ_P9,IZ
91526,Venous_Endo,GT_IZ_P9,IZ
91527,Fib_0,GT_IZ_P9,IZ
91528,Venous_Endo,GT_IZ_P9,IZ
91529,Venous_Endo,GT_IZ_P9,IZ
91530,healthy_CM,GT_IZ_P9,IZ
91531,Fib_0,GT_IZ_P9,IZ
91532,intermediate_CM,GT_IZ_P9,IZ
91533,Fib_0,GT_IZ_P9,IZ
91534,Capillary_Endo,GT_IZ_P9,IZ
91535,Fib_0,GT_IZ_P9,IZ
91536,Venous_Endo,GT_IZ_P9,IZ
91537,prolif,GT_IZ_P9,IZ
91538,Fib_SCARA5,GT_IZ_P9,IZ
91539,Capillary_Endo,GT_IZ_P9,IZ
91540,healthy_CM,GT_IZ_P9,IZ
91541,intermediate_CM,GT_IZ_P9,IZ
91542,perivascular_fibroblasts,GT_IZ_P9,IZ
91543,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91544,vCM_4,GT_IZ_P9,IZ
91545,Myofib,GT_IZ_P9,IZ
91546,Myofib,GT_IZ_P9,IZ
91547,Myofib,GT_IZ_P9,IZ
91548,Capillary_Endo,GT_IZ_P9,IZ
91549,vCM_3,GT_IZ_P9,IZ
91550,intermediate_CM,GT_IZ_P9,IZ
91551,Fib_0,GT_IZ_P9,IZ
91552,Fib_0,GT_IZ_P9,IZ
91553,Fib_0,GT_IZ_P9,IZ
91554,Fib_0,GT_IZ_P9,IZ
91555,intermediate_CM,GT_IZ_P9,IZ
91556,healthy_CM,GT_IZ_P9,IZ
91557,Lymphatic_Endo,GT_IZ_P9,IZ
91558,LYVE_FOLR_Macrophages,GT_IZ_P9,IZ
91559,healthy_CM,GT_IZ_P9,IZ
91560,vSMCs_1,GT_IZ_P9,IZ
91561,intermediate_CM,GT_IZ_P9,IZ
91562,Venous_Endo,GT_IZ_P9,IZ
91563,healthy_CM,GT_IZ_P9,IZ
91564,Fib_0,GT_IZ_P9,IZ
91565,damaged_CM,GT_IZ_P9,IZ
91566,Myofib,GT_IZ_P9,IZ
91567,healthy_CM,GT_IZ_P9,IZ
91568,Fib_0,GT_IZ_P9,IZ
91569,vCM_4,GT_IZ_P9,IZ
91570,Fib_0,GT_IZ_P9,IZ
91571,Myofib,GT_IZ_P9,IZ
91572,prolif,GT_IZ_P9,IZ
91573,Fib_0,GT_IZ_P9,IZ
91574,Fib_3,GT_IZ_P9,IZ
91575,Myofib,GT_IZ_P9,IZ
91576,vSMCs_1,GT_IZ_P9,IZ
91577,Capillary_Endo,GT_IZ_P9,IZ
91578,Venous_Endo,GT_IZ_P9,IZ
91579,healthy_CM,GT_IZ_P9,IZ
91580,Fib_0,GT_IZ_P9,IZ
91581,Fib_0,GT_IZ_P9,IZ
91582,vCM_4,GT_IZ_P9,IZ
91583,Fib_0,GT_IZ_P9,IZ
91584,Fib_SCARA5,GT_IZ_P9,IZ
91585,healthy_CM,GT_IZ_P9,IZ
91586,Fib_0,GT_IZ_P9,IZ
91587,Pericyte_1,GT_IZ_P9,IZ
91588,Fib_0,GT_IZ_P9,IZ
91589,Venous_Endo,GT_IZ_P9,IZ
91590,Fib_0,GT_IZ_P9,IZ
91591,Venous_Endo,GT_IZ_P9,IZ
91592,Fib_0,GT_IZ_P9,IZ
91593,Arterial_Endo,GT_IZ_P9,IZ
91594,healthy_CM,GT_IZ_P9,IZ
91595,vCM_3,GT_IZ_P9,IZ
91596,Fib_0,GT_IZ_P9,IZ
91597,Myofib,GT_IZ_P9,IZ
91598,Arterial_Endo,GT_IZ_P9,IZ
91599,Venous_Endo,GT_IZ_P9,IZ
91600,Lymphatic_Endo,GT_IZ_P9,IZ
91601,Fib_0,GT_IZ_P9,IZ
91602,Fib_0,GT_IZ_P9,IZ
91603,damaged_CM,GT_IZ_P9,IZ
91604,vCM_4,GT_IZ_P9,IZ
91605,prolif,GT_IZ_P9,IZ
91606,Endocardial_Endo,GT_IZ_P9,IZ
91607,healthy_CM,GT_IZ_P9,IZ
91608,healthy_CM,GT_IZ_P9,IZ
91609,intermediate_CM,GT_IZ_P9,IZ
91610,CCL18_Macrophages,GT_IZ_P9,IZ
91611,Myofib,GT_IZ_P9,IZ
91612,Fib_0,GT_IZ_P9,IZ
91613,Fib_0,GT_IZ_P9,IZ
91614,healthy_CM,GT_IZ_P9,IZ
91615,Fib_0,GT_IZ_P9,IZ
91616,Fib_0,GT_IZ_P9,IZ
91617,vCM_4,GT_IZ_P9,IZ
91618,damaged_CM,GT_IZ_P9,IZ
91619,Fib_0,GT_IZ_P9,IZ
91620,Fib_0,GT_IZ_P9,IZ
91621,healthy_CM,GT_IZ_P9,IZ
91622,healthy_CM,GT_IZ_P9,IZ
91623,healthy_CM,GT_IZ_P9,IZ
91624,Arterial_Endo,GT_IZ_P9,IZ
91625,Pericyte_1,GT_IZ_P9,IZ
91626,Myofib,GT_IZ_P9,IZ
91627,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91628,Fib_0,GT_IZ_P9,IZ
91629,CCL18_Macrophages,GT_IZ_P9,IZ
91630,healthy_CM,GT_IZ_P9,IZ
91631,Fib_0,GT_IZ_P9,IZ
91632,Arterial_Endo,GT_IZ_P9,IZ
91633,Capillary_Endo,GT_IZ_P9,IZ
91634,healthy_CM,GT_IZ_P9,IZ
91635,intermediate_CM,GT_IZ_P9,IZ
91636,prolif,GT_IZ_P9,IZ
91637,Fib_0,GT_IZ_P9,IZ
91638,healthy_CM,GT_IZ_P9,IZ
91639,Fib_3,GT_IZ_P9,IZ
91640,Pericyte_1,GT_IZ_P9,IZ
91641,Pericyte_1,GT_IZ_P9,IZ
91642,Fib_0,GT_IZ_P9,IZ
91643,healthy_CM,GT_IZ_P9,IZ
91644,Capillary_Endo,GT_IZ_P9,IZ
91645,Fib_0,GT_IZ_P9,IZ
91646,Fib_0,GT_IZ_P9,IZ
91647,intermediate_CM,GT_IZ_P9,IZ
91648,Fib_0,GT_IZ_P9,IZ
91649,healthy_CM,GT_IZ_P9,IZ
91650,healthy_CM,GT_IZ_P9,IZ
91651,Myofib,GT_IZ_P9,IZ
91652,Myofib,GT_IZ_P9,IZ
91653,Fib_SCARA5,GT_IZ_P9,IZ
91654,Fib_0,GT_IZ_P9,IZ
91655,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91656,Arterial_Endo,GT_IZ_P9,IZ
91657,Myofib,GT_IZ_P9,IZ
91658,Venous_Endo,GT_IZ_P9,IZ
91659,Fib_0,GT_IZ_P9,IZ
91660,Fib_0,GT_IZ_P9,IZ
91661,vCM_4,GT_IZ_P9,IZ
91662,healthy_CM,GT_IZ_P9,IZ
91663,healthy_CM,GT_IZ_P9,IZ
91664,vCM_4,GT_IZ_P9,IZ
91665,Myofib,GT_IZ_P9,IZ
91666,healthy_CM,GT_IZ_P9,IZ
91667,Venous_Endo,GT_IZ_P9,IZ
91668,vCM_4,GT_IZ_P9,IZ
91669,vCM_3,GT_IZ_P9,IZ
91670,Fib_0,GT_IZ_P9,IZ
91671,prolif,GT_IZ_P9,IZ
91672,Venous_Endo,GT_IZ_P9,IZ
91673,vCM_3,GT_IZ_P9,IZ
91674,damaged_CM,GT_IZ_P9,IZ
91675,Monocytes,GT_IZ_P9,IZ
91676,Fib_0,GT_IZ_P9,IZ
91677,prolif,GT_IZ_P9,IZ
91678,healthy_CM,GT_IZ_P9,IZ
91679,Fib_0,GT_IZ_P9,IZ
91680,vCM_3,GT_IZ_P9,IZ
91681,Lymphatic_Endo,GT_IZ_P9,IZ
91682,Fib_0,GT_IZ_P9,IZ
91683,perivascular_fibroblasts,GT_IZ_P9,IZ
91684,healthy_CM,GT_IZ_P9,IZ
91685,Fib_0,GT_IZ_P9,IZ
91686,Fib_0,GT_IZ_P9,IZ
91687,Myofib,GT_IZ_P9,IZ
91688,intermediate_CM,GT_IZ_P9,IZ
91689,Venous_Endo,GT_IZ_P9,IZ
91690,Endocardial_Endo,GT_IZ_P9,IZ
91691,intermediate_CM,GT_IZ_P9,IZ
91692,damaged_CM,GT_IZ_P9,IZ
91693,Fib_0,GT_IZ_P9,IZ
