Gene stable ID,HGNC ID,HGNC symbol,Gene name,Chromosome/scaffold name
ENSG00000208013,HGNC:32908,MIR652,MIR652,X
ENSG00000265584,HGNC:41630,MIR3978,MIR3978,X
ENSG00000208883,HGNC:32759,SNORD96B,SNORD96B,X
ENSG00000224142,HGNC:41306,AMMECR1-IT1,AMMECR1-IT1,X
ENSG00000287685,,,,X
ENSG00000279601,,,,X
ENSG00000187808,HGNC:32960,SOWAHD,SOWAHD,X
ENSG00000198918,HGNC:10350,RPL39,RPL39,X
ENSG00000206622,HGNC:10226,SNORA69,SNORA69,X
ENSG00000286366,,,,X
ENSG00000125352,HGNC:12974,RNF113A,RNF113A,X
ENSG00000125356,HGNC:7683,NDUFA1,NDUFA1,X
ENSG00000186471,HGNC:24061,AKAP14,AKAP14,X
ENSG00000101882,HGNC:29873,NKAP,NKAP,X
ENSG00000261435,,,,X
ENSG00000263972,HGNC:41596,MIR1587,MIR1587,X
ENSG00000214047,HGNC:36724,RPS11P7,RPS11P7,X
ENSG00000285709,,,,X
ENSG00000223486,,,,X
ENSG00000236393,,,,X
ENSG00000214045,HGNC:33957,IMPDH1P2,IMPDH1P2,X
ENSG00000206677,,,Y_RNA,X
ENSG00000183337,HGNC:20893,BCOR,BCOR,X
ENSG00000132446,HGNC:3987,FTHL17,FTHL17,X
ENSG00000252903,HGNC:47857,RNU6-894P,RNU6-894P,X
ENSG00000285900,,,,X
ENSG00000222922,HGNC:43401,RNA5SP501,RNA5SP501,X
ENSG00000236285,HGNC:7928,NPM1P8,NPM1P8,X
ENSG00000263600,HGNC:38955,MIR3915,MIR3915,X
ENSG00000221348,HGNC:35309,MIR548F5,MIR548F5,X
ENSG00000236828,HGNC:40185,DMD-AS3,DMD-AS3,X
ENSG00000226781,HGNC:42630,TBCAP1,TBCAP1,X
ENSG00000215310,,,,X
ENSG00000265170,HGNC:46683,RN7SL667P,RN7SL667P,X
ENSG00000224963,HGNC:55152,ECMXP,ECMXP,X
ENSG00000283093,HGNC:43879,CENPVL2,CENPVL2,X
ENSG00000223591,HGNC:31851,CENPVL1,CENPVL1,X
ENSG00000189369,HGNC:4622,GSPT2,GSPT2,X
ENSG00000236576,,,,X
ENSG00000252377,HGNC:47467,RNU6-504P,RNU6-504P,X
ENSG00000224109,HGNC:43880,CENPVL3,CENPVL3,X
ENSG00000260118,,,,X
ENSG00000228328,HGNC:8897,PGK1P1,PGK1P1,X
ENSG00000252145,HGNC:48188,RNU6-1225P,RNU6-1225P,X
ENSG00000228125,HGNC:50797,AKIRIN1P2,AKIRIN1P2,X
ENSG00000206646,,,Y_RNA,X
ENSG00000225925,,,,X
ENSG00000181704,HGNC:28304,YIPF6,YIPF6,X
ENSG00000206747,HGNC:47208,RNU6-245P,RNU6-245P,X
ENSG00000079482,HGNC:8148,OPHN1,OPHN1,X
ENSG00000160131,HGNC:22082,VMA21,VMA21,X
ENSG00000270052,,,,X
ENSG00000214915,,,,X
ENSG00000071553,HGNC:868,ATP6AP1,ATP6AP1,X
ENSG00000186787,HGNC:33147,SPIN2B,SPIN2B,X
ENSG00000165583,HGNC:11339,SSX5,SSX5,X
ENSG00000165376,HGNC:2041,CLDN2,CLDN2,X
ENSG00000198455,HGNC:13199,ZXDB,ZXDB,X
ENSG00000165591,HGNC:26440,FAAH2,FAAH2,X
ENSG00000102385,HGNC:3032,DRP2,DRP2,X
ENSG00000147251,HGNC:23483,DOCK11,DOCK11,X
ENSG00000283697,HGNC:52395,HSFX3,HSFX3,X
ENSG00000198205,HGNC:13198,ZXDA,ZXDA,X
ENSG00000176774,HGNC:28515,MAGEB18,MAGEB18,X
ENSG00000232446,,,,X
ENSG00000227511,,,,X
ENSG00000176746,HGNC:23796,MAGEB6,MAGEB6,X
ENSG00000232644,,,,X
ENSG00000188408,HGNC:23795,MAGEB5,MAGEB5,X
ENSG00000237171,,,,X
ENSG00000259849,HGNC:30900,VENTXP1,VENTXP1,X
ENSG00000178146,HGNC:4295,GK4P,GK4P,X
ENSG00000188828,HGNC:31715,GLRA4,GLRA4,X
ENSG00000215168,HGNC:54980,ATXN7L3P1,ATXN7L3P1,X
ENSG00000237294,HGNC:37942,EIF4BP9,EIF4BP9,X
ENSG00000231356,HGNC:54981,MTFR1P1,MTFR1P1,X
ENSG00000226820,,,,X
ENSG00000224236,HGNC:35238,MRRFP1,MRRFP1,X
ENSG00000125675,HGNC:4573,GRIA3,GRIA3,X
ENSG00000179101,HGNC:54475,H3P47,H3P47,X
ENSG00000228543,,,,X
ENSG00000232111,,,,X
ENSG00000282306,,,,X
ENSG00000282501,,,,X
ENSG00000282358,,,,X
ENSG00000282668,,,,X
ENSG00000282299,,,,X
ENSG00000282697,,,,X
ENSG00000282222,,,,X
ENSG00000281955,,,,X
ENSG00000281941,,,,X
ENSG00000282300,,,,X
ENSG00000101849,HGNC:11585,TBL1X,TBL1X,X
ENSG00000101850,HGNC:20145,GPR143,GPR143,X
ENSG00000198759,HGNC:3235,EGFL6,EGFL6,X
ENSG00000233357,HGNC:36542,RPL30P15,RPL30P15,X
ENSG00000283493,HGNC:49986,MIR6086,MIR6086,X
ENSG00000199622,HGNC:45744,RN7SKP20,RN7SKP20,X
ENSG00000123595,HGNC:9792,RAB9A,RAB9A,X
ENSG00000046651,HGNC:2567,OFD1,OFD1,X
ENSG00000147133,HGNC:11535,TAF1,TAF1,X
ENSG00000147144,HGNC:28910,CCDC120,CCDC120,X
ENSG00000288053,,,,X
ENSG00000206936,HGNC:46988,RNU4-52P,RNU4-52P,X
ENSG00000068394,HGNC:30677,GPKOW,GPKOW,X
ENSG00000265033,HGNC:46278,RN7SL262P,RN7SL262P,X
ENSG00000280116,,,,X
ENSG00000279422,,,,X
ENSG00000123584,HGNC:6807,MAGEA9,MAGEA9,X
ENSG00000224089,HGNC:33291,CT47A10,CT47A10,X
ENSG00000226600,HGNC:33290,CT47A9,CT47A9,X
ENSG00000230347,HGNC:33289,CT47A8,CT47A8,X
ENSG00000226023,HGNC:33287,CT47A6,CT47A6,X
ENSG00000237957,HGNC:33286,CT47A5,CT47A5,X
ENSG00000230594,HGNC:33285,CT47A4,CT47A4,X
ENSG00000236126,HGNC:33284,CT47A3,CT47A3,X
ENSG00000242362,HGNC:33283,CT47A2,CT47A2,X
ENSG00000268738,HGNC:32701,HSFX2,HSFX2,X
ENSG00000212747,HGNC:33156,RTL8B,RTL8B,X
ENSG00000134590,HGNC:2569,RTL8C,RTL8C,X
ENSG00000286964,,,,X
ENSG00000203950,HGNC:24514,RTL8A,RTL8A,X
ENSG00000228372,HGNC:53137,SMIM10L2B-AS1,SMIM10L2B-AS1,X
ENSG00000234228,HGNC:35473,NCLP2,NCLP2,X
ENSG00000196972,HGNC:34500,SMIM10L2B,SMIM10L2B,X
ENSG00000224107,HGNC:44269,ETDB,ETDB,X
ENSG00000223809,,,,X
ENSG00000232582,,,,X
ENSG00000169551,HGNC:26047,CT55,CT55,X
ENSG00000236491,,,,X
ENSG00000228922,,,,X
ENSG00000269833,,,,X
ENSG00000186376,HGNC:13145,ZNF75D,ZNF75D,X
ENSG00000238210,HGNC:53449,ETDA,ETDA,X
ENSG00000274024,,,,X
ENSG00000283644,HGNC:53450,ETDC,ETDC,X
ENSG00000284994,,,,X
ENSG00000173275,HGNC:21039,ZNF449,ZNF449,X
ENSG00000178947,HGNC:34499,SMIM10L2A,SMIM10L2A,X
ENSG00000201440,HGNC:43415,RNA5SP515,RNA5SP515,X
ENSG00000225769,HGNC:33602,CROCCP1,CROCCP1,X
ENSG00000273988,,,,X
ENSG00000271158,HGNC:55134,WDR4P1,WDR4P1,X
ENSG00000123131,HGNC:17169,PRDX4,PRDX4,X
ENSG00000123130,HGNC:17152,ACOT9,ACOT9,X
ENSG00000233785,,,,X
ENSG00000202272,,,Y_RNA,X
ENSG00000288706,,,,X
ENSG00000184831,HGNC:28727,APOO,APOO,X
ENSG00000238103,HGNC:30335,RPL9P7,RPL9P7,X
ENSG00000165182,HGNC:26356,CXorf58,CXorf58,X
ENSG00000130830,HGNC:7219,MPP1,MPP1,X
ENSG00000229237,HGNC:39421,HMGN1P37,HMGN1P37,X
ENSG00000274183,HGNC:22516,H2AB1,H2AB1,X
ENSG00000288722,HGNC:3547,F8A1,F8A1,X
ENSG00000224069,,,,X
ENSG00000237859,HGNC:37908,EEF1A1P31,EEF1A1P31,X
ENSG00000233688,HGNC:55158,ZNF622P1,ZNF622P1,X
ENSG00000176318,HGNC:43882,FOXN3P1,FOXN3P1,X
ENSG00000271147,HGNC:42000,ARMCX5-GPRASP2,ARMCX5-GPRASP2,X
ENSG00000227211,HGNC:54473,H3P45,H3P45,X
ENSG00000198932,HGNC:24834,GPRASP1,GPRASP1,X
ENSG00000286327,,,,X
ENSG00000252294,HGNC:47552,RNU6-589P,RNU6-589P,X
ENSG00000230320,HGNC:51362,BEND7P1,BEND7P1,X
ENSG00000286237,,,ARMCX5-GPRASP2,X
ENSG00000198908,HGNC:29353,BHLHB9,BHLHB9,X
ENSG00000215000,HGNC:55049,GAPDHP77,GAPDHP77,X
ENSG00000101890,HGNC:4691,GUCY2F,GUCY2F,X
ENSG00000101888,HGNC:18151,NXT2,NXT2,X
ENSG00000233874,HGNC:55050,MFN1P1,MFN1P1,X
ENSG00000176076,HGNC:6241,KCNE5,KCNE5,X
ENSG00000068366,HGNC:3571,ACSL4,ACSL4,X
ENSG00000237319,,,,X
ENSG00000252069,,,Y_RNA,X
ENSG00000225381,HGNC:36881,RPS5P7,RPS5P7,X
ENSG00000286118,,,,X
ENSG00000277858,HGNC:18298,H2AB2,H2AB2,X
ENSG00000288709,HGNC:31849,F8A2,F8A2,X
ENSG00000183479,HGNC:12270,TREX2,TREX2,X
ENSG00000203650,HGNC:50344,LINC01285,LINC01285,X
ENSG00000224341,HGNC:55059,AKR7A2P2,AKR7A2P2,X
ENSG00000231270,HGNC:55060,COBLP1,COBLP1,X
ENSG00000175556,HGNC:21152,LONRF3,LONRF3,X
ENSG00000056998,HGNC:4700,GYG2,GYG2,X
ENSG00000235483,HGNC:40270,GYG2-AS1,GYG2-AS1,X
ENSG00000006756,HGNC:717,ARSD,ARSD,X
ENSG00000229851,HGNC:40085,ARSD-AS1,ARSD-AS1,X
ENSG00000205667,HGNC:32488,ARSH,ARSH,X
ENSG00000062096,HGNC:721,ARSF,ARSF,X
ENSG00000239228,HGNC:46594,RN7SL578P,RN7SL578P,X
ENSG00000230249,HGNC:54883,RPS24P21,RPS24P21,X
ENSG00000226784,HGNC:21731,PGAM4,PGAM4,X
ENSG00000187325,HGNC:17306,TAF9B,TAF9B,X
ENSG00000223592,HGNC:35452,FNDC3CP,FNDC3CP,X
ENSG00000147050,HGNC:12637,KDM6A,KDM6A,X
ENSG00000157399,HGNC:719,ARSL,ARSL,X
ENSG00000232282,HGNC:42081,MTND1P32,MTND1P32,X
ENSG00000229954,HGNC:23767,MTND2P2,MTND2P2,X
ENSG00000237300,HGNC:52021,MTCO1P19,MTCO1P19,X
ENSG00000237628,HGNC:52035,MTCO2P19,MTCO2P19,X
ENSG00000228316,HGNC:52064,MTATP6P19,MTATP6P19,X
ENSG00000224471,HGNC:52049,MTCO3P19,MTCO3P19,X
ENSG00000226056,HGNC:42219,MTND4P32,MTND4P32,X
ENSG00000234886,HGNC:42295,MTND5P26,MTND5P26,X
ENSG00000227649,HGNC:52173,MTND6P32,MTND6P32,X
ENSG00000229794,HGNC:52174,MTCYBP32,MTCYBP32,X
ENSG00000202304,HGNC:48093,RNU6-1130P,RNU6-1130P,X
ENSG00000225046,,,,X
ENSG00000102078,HGNC:10984,SLC25A14,SLC25A14,X
ENSG00000147262,HGNC:19060,GPR119,GPR119,X
ENSG00000271286,HGNC:54900,CYTH1P1,CYTH1P1,X
ENSG00000102172,HGNC:11123,SMS,SMS,X
ENSG00000224204,HGNC:40445,PHEX-AS1,PHEX-AS1,X
ENSG00000233067,HGNC:37703,PTCHD1-AS,PTCHD1-AS,X
ENSG00000175809,HGNC:26371,CBLL2,CBLL2,X
ENSG00000224396,HGNC:39558,METTL15P3,METTL15P3,X
ENSG00000201095,HGNC:47229,RNU6-266P,RNU6-266P,X
ENSG00000231011,,,,X
ENSG00000237019,,,,X
ENSG00000102174,HGNC:8918,PHEX,PHEX,X
ENSG00000270794,,,,X
ENSG00000099399,HGNC:6809,MAGEB2,MAGEB2,X
ENSG00000120289,HGNC:6811,MAGEB4,MAGEB4,X
ENSG00000276940,HGNC:51906,PLCE1P1,PLCE1P1,X
ENSG00000229967,HGNC:53860,MAGEA4-AS1,MAGEA4-AS1,X
ENSG00000102287,HGNC:4085,GABRE,GABRE,X
ENSG00000284363,HGNC:31604,MIR224,MIR224,X
ENSG00000283751,HGNC:32054,MIR452,MIR452,X
ENSG00000102119,HGNC:3331,EMD,EMD,X
ENSG00000147234,HGNC:29382,FRMPD3,FRMPD3,X
ENSG00000230146,HGNC:42169,SEPHS1P4,SEPHS1P4,X
ENSG00000270641,HGNC:12377,TSIX,TSIX,X
ENSG00000229807,HGNC:12810,XIST,XIST,X
ENSG00000274655,,,,X
ENSG00000277577,,,,X
ENSG00000278039,,,,X
ENSG00000182707,HGNC:31124,FXYD6P3,FXYD6P3,X
ENSG00000274430,,,,X
ENSG00000276784,,,,X
ENSG00000271199,,,,X
ENSG00000233984,HGNC:6506,RPSAP14,RPSAP14,X
ENSG00000203397,HGNC:54993,SHISA5P2,SHISA5P2,X
ENSG00000234969,HGNC:54994,AARSD1P1,AARSD1P1,X
ENSG00000223650,HGNC:39565,UHRF2P1,UHRF2P1,X
ENSG00000232928,HGNC:42171,DDX3P1,DDX3P1,X
ENSG00000280375,,,,X
ENSG00000230986,HGNC:42172,DDX3P2,DDX3P2,X
ENSG00000224430,HGNC:7117,MKRN5P,MKRN5P,X
ENSG00000196459,HGNC:23068,TRAPPC2,TRAPPC2,X
ENSG00000232801,HGNC:44687,SDCBPP3,SDCBPP3,X
ENSG00000189145,HGNC:36613,RPL32P36,RPL32P36,X
ENSG00000216866,HGNC:36140,RPS2P55,RPS2P55,X
ENSG00000287549,,,,X
ENSG00000237931,HGNC:49799,CLIC4P3,CLIC4P3,X
ENSG00000225839,HGNC:41116,TRMT2B-AS1,TRMT2B-AS1,X
ENSG00000126950,HGNC:25864,TMEM35A,TMEM35A,X
ENSG00000102384,HGNC:3968,CENPI,CENPI,X
ENSG00000231643,HGNC:37687,YWHAQP8,YWHAQP8,X
ENSG00000213397,HGNC:32979,HAUS7,HAUS7,X
ENSG00000130066,HGNC:10540,SAT1,SAT1,X
ENSG00000214107,HGNC:6808,MAGEB1,MAGEB1,X
ENSG00000171054,HGNC:14755,OR13H1,OR13H1,X
ENSG00000171478,HGNC:19142,SPACA5B,SPACA5B,X
ENSG00000130052,HGNC:19161,STARD8,STARD8,X
ENSG00000198798,HGNC:6810,MAGEB3,MAGEB3,X
ENSG00000131264,HGNC:1808,CDX4,CDX4,X
ENSG00000215113,HGNC:34229,CXorf49B,CXorf49B,X
ENSG00000147174,HGNC:15805,GCNA,GCNA,X
ENSG00000166160,HGNC:26952,OPN1MW2,OPN1MW2,X
ENSG00000267978,HGNC:31909,MAGEA9B,MAGEA9B,X
ENSG00000225396,HGNC:52642,FAM236D,FAM236D,X
ENSG00000123165,HGNC:24027,ACTRT1,ACTRT1,X
ENSG00000215115,HGNC:30891,CXorf49,CXorf49,X
ENSG00000184033,HGNC:2491,CTAG1B,CTAG1B,X
ENSG00000126890,HGNC:2492,CTAG2,CTAG2,X
ENSG00000126016,HGNC:17810,AMOT,AMOT,X
ENSG00000268350,HGNC:30114,FAM156A,FAM156A,X
ENSG00000204279,HGNC:4110,PAGE3,PAGE3,X
ENSG00000269791,HGNC:16880,SSX4B,SSX4B,X
ENSG00000236371,HGNC:33282,CT47A1,CT47A1,X
ENSG00000238205,HGNC:44205,MPC1L,MPC1L,X
ENSG00000184911,HGNC:31686,DMRTC1B,DMRTC1B,X
ENSG00000214717,HGNC:447,ZBED1,ZBED1,X
ENSG00000277120,HGNC:50179,MIR6089,MIR6089,X
ENSG00000230542,HGNC:30470,LINC00102,LINC00102,X
ENSG00000002586,HGNC:7082,CD99,CD99,X
ENSG00000124343,HGNC:12806,XG,XG,X
ENSG00000013619,HGNC:2568,MAMLD1,MAMLD1,X
ENSG00000072506,HGNC:4800,HSD17B10,HSD17B10,X
ENSG00000224735,,,,X
ENSG00000226110,,,,X
ENSG00000229037,HGNC:54964,MRPL32P2,MRPL32P2,X
ENSG00000189420,HGNC:12865,ZFP92,ZFP92,X
ENSG00000123569,HGNC:27252,H2BW1,H2BW1,X
ENSG00000171405,HGNC:30930,XAGE5,XAGE5,X
ENSG00000269586,HGNC:51263,CT45A10,CT45A10,X
ENSG00000067840,HGNC:21167,PDZD4,PDZD4,X
ENSG00000102290,HGNC:8656,PCDH11X,PCDH11X,X
ENSG00000147124,HGNC:13107,ZNF41,ZNF41,X
ENSG00000183837,HGNC:18742,PNMA3,PNMA3,X
ENSG00000251192,HGNC:17625,ZNF674,ZNF674,X
ENSG00000247746,HGNC:23086,USP51,USP51,X
ENSG00000269502,HGNC:13910,DMRTC1,DMRTC1,X
ENSG00000179083,HGNC:26748,FAM133A,FAM133A,X
ENSG00000101981,HGNC:3551,F9,F9,X
ENSG00000238485,,,,X
ENSG00000101974,HGNC:13554,ATP11C,ATP11C,X
ENSG00000221375,HGNC:46922,RNU6ATAC23P,RNU6ATAC23P,X
ENSG00000252719,,,,X
ENSG00000147378,HGNC:24683,FATE1,FATE1,X
ENSG00000147381,HGNC:6802,MAGEA4,MAGEA4,X
ENSG00000228965,HGNC:36331,RPSAP60,RPSAP60,X
ENSG00000232562,HGNC:44566,TPMTP3,TPMTP3,X
ENSG00000182776,,,,X
ENSG00000279750,,,,X
ENSG00000221705,HGNC:33623,SNORA11E,SNORA11E,X
ENSG00000154545,HGNC:23793,MAGED4,MAGED4,X
ENSG00000221475,HGNC:33622,SNORA11D,SNORA11D,X
ENSG00000179028,,,,X
ENSG00000076716,HGNC:4452,GPC4,GPC4,X
ENSG00000206765,HGNC:47166,RNU6-203P,RNU6-203P,X
ENSG00000227008,HGNC:35683,RPS24P19,RPS24P19,X
ENSG00000233260,HGNC:35581,RPSAP63,RPSAP63,X
ENSG00000286096,HGNC:52897,GPC3-AS1,GPC3-AS1,X
ENSG00000232068,,,,X
ENSG00000224908,HGNC:39212,TIMM8BP2,TIMM8BP2,X
ENSG00000283638,,,,X
ENSG00000232664,HGNC:44085,LARP1BP3,LARP1BP3,X
ENSG00000286181,,,,X
ENSG00000184194,HGNC:18186,GPR173,GPR173,X
ENSG00000270497,,,,X
ENSG00000184205,HGNC:24358,TSPYL2,TSPYL2,X
ENSG00000126012,HGNC:11114,KDM5C,KDM5C,X
ENSG00000227083,,,,X
ENSG00000268066,HGNC:39081,FMR1-AS1,FMR1-AS1,X
ENSG00000274086,,,,X
ENSG00000236337,HGNC:41333,FMR1-IT1,FMR1-IT1,X
ENSG00000176988,HGNC:26372,FMR1NB,FMR1NB,X
ENSG00000201285,HGNC:53793,RNA5SP524,RNA5SP524,X
ENSG00000219507,HGNC:3995,FTH1P8,FTH1P8,X
ENSG00000157625,HGNC:30681,TAB3,TAB3,X
ENSG00000266560,,,,X
ENSG00000124260,HGNC:6797,MAGEA10,MAGEA10,X
ENSG00000231937,,,,X
ENSG00000184634,HGNC:11957,MED12,MED12,X
ENSG00000102081,HGNC:3775,FMR1,FMR1,X
ENSG00000171402,HGNC:14618,XAGE3,XAGE3,X
ENSG00000165694,HGNC:8079,FRMD7,FRMD7,X
ENSG00000158301,HGNC:25169,GPRASP2,GPRASP2,X
ENSG00000189221,HGNC:6833,MAOA,MAOA,X
ENSG00000101825,HGNC:7539,MXRA5,MXRA5,X
ENSG00000213487,HGNC:767,ASS1P4,ASS1P4,X
ENSG00000228459,HGNC:27336,LINC01546,LINC01546,X
ENSG00000237671,HGNC:28402,GAGE12C,GAGE12C,X
ENSG00000227488,HGNC:31904,GAGE12D,GAGE12D,X
ENSG00000236362,HGNC:31906,GAGE12F,GAGE12F,X
ENSG00000216649,HGNC:31905,GAGE12E,GAGE12E,X
ENSG00000215269,HGNC:31907,GAGE12G,GAGE12G,X
ENSG00000224902,HGNC:31908,GAGE12H,GAGE12H,X
ENSG00000189064,HGNC:4099,GAGE2A,GAGE2A,X
ENSG00000205777,HGNC:4098,GAGE1,GAGE1,X
ENSG00000215274,HGNC:30968,GAGE10,GAGE10,X
ENSG00000224659,HGNC:17778,GAGE12J,GAGE12J,X
ENSG00000274274,HGNC:29081,GAGE13,GAGE13,X
ENSG00000102158,HGNC:28880,MAGT1,MAGT1,X
ENSG00000268089,HGNC:14454,GABRQ,GABRQ,X
ENSG00000269475,,,,X
ENSG00000221867,HGNC:6801,MAGEA3,MAGEA3,X
ENSG00000183305,HGNC:19340,MAGEA2B,MAGEA2B,X
ENSG00000198930,HGNC:24294,CSAG1,CSAG1,X
ENSG00000213401,HGNC:6799,MAGEA12,MAGEA12,X
ENSG00000231447,,,,X
ENSG00000268606,HGNC:6800,MAGEA2,MAGEA2,X
ENSG00000268916,HGNC:26237,CSAG3,CSAG3,X
ENSG00000286051,HGNC:55139,MAGEA6-DT,MAGEA6-DT,X
ENSG00000147400,HGNC:1867,CETN2,CETN2,X
ENSG00000147383,HGNC:13398,NSDHL,NSDHL,X
ENSG00000286939,,,,X
ENSG00000198883,HGNC:18743,PNMA5,PNMA5,X
ENSG00000234200,,,,X
ENSG00000130741,HGNC:3267,EIF2S3,EIF2S3,X
ENSG00000201407,,,,X
ENSG00000174010,HGNC:29347,KLHL15,KLHL15,X
ENSG00000101871,HGNC:7095,MID1,MID1,X
ENSG00000171100,HGNC:7448,MTM1,MTM1,X
ENSG00000102181,HGNC:18237,CD99L2,CD99L2,X
ENSG00000228728,HGNC:53715,PPIAP91,PPIAP91,X
ENSG00000196338,HGNC:14289,NLGN3,NLGN3,X
ENSG00000231857,HGNC:35425,MORF4L1P5,MORF4L1P5,X
ENSG00000237963,HGNC:54977,PRXL2CP1,PRXL2CP1,X
ENSG00000001497,HGNC:25726,LAS1L,LAS1L,X
ENSG00000188158,HGNC:7820,NHS,NHS,X
ENSG00000227645,HGNC:36817,RPL7P54,RPL7P54,X
ENSG00000147145,HGNC:4478,LPAR4,LPAR4,X
ENSG00000214961,HGNC:55019,NT5DC1P2,NT5DC1P2,X
ENSG00000156531,HGNC:18145,PHF6,PHF6,X
ENSG00000165704,HGNC:5157,HPRT1,HPRT1,X
ENSG00000226107,HGNC:35831,RPL36AP54,RPL36AP54,X
ENSG00000216001,HGNC:33642,MIR450B,MIR450B,X
ENSG00000199132,HGNC:28008,MIR450A1,MIR450A1,X
ENSG00000207755,HGNC:32137,MIR450A2,MIR450A2,X
ENSG00000207784,HGNC:32534,MIR542,MIR542,X
ENSG00000223749,HGNC:28258,MIR503HG,MIR503HG,X
ENSG00000208005,HGNC:32138,MIR503,MIR503,X
ENSG00000284231,HGNC:31881,MIR424,MIR424,X
ENSG00000227060,HGNC:44262,LINC00629,LINC00629,X
ENSG00000170965,HGNC:9044,PLAC1,PLAC1,X
ENSG00000235813,,,,X
ENSG00000236509,HGNC:36003,RPL21P133,RPL21P133,X
ENSG00000237432,HGNC:36147,RPS7P12,RPS7P12,X
ENSG00000199920,HGNC:46980,RNU4-44P,RNU4-44P,X
ENSG00000156504,HGNC:30490,PABIR2,PABIR2,X
ENSG00000280249,,,,X
ENSG00000235916,HGNC:44530,MRPS18CP7,MRPS18CP7,X
ENSG00000201618,HGNC:43405,RNA5SP505,RNA5SP505,X
ENSG00000172943,HGNC:20672,PHF8,PHF8,X
ENSG00000184083,HGNC:16949,FAM120C,FAM120C,X
ENSG00000224949,HGNC:36201,RPL37P24,RPL37P24,X
ENSG00000234566,HGNC:35754,RPL7AP71,RPL7AP71,X
ENSG00000188937,HGNC:8082,NYX,NYX,X
ENSG00000269556,HGNC:17125,TMEM185A,TMEM185A,X
ENSG00000134597,HGNC:24282,RBMX2,RBMX2,X
ENSG00000181433,HGNC:30369,SAGE1,SAGE1,X
ENSG00000171659,HGNC:4490,GPR34,GPR34,X
ENSG00000126733,HGNC:16814,DACH2,DACH2,X
ENSG00000102034,HGNC:3319,ELF4,ELF4,X
ENSG00000147202,HGNC:2877,DIAPH2,DIAPH2,X
ENSG00000197565,HGNC:2208,COL4A6,COL4A6,X
ENSG00000123594,HGNC:24173,ATXN3L,ATXN3L,X
ENSG00000205642,HGNC:31838,VCX3B,VCX3B,X
ENSG00000017483,HGNC:18070,SLC38A5,SLC38A5,X
ENSG00000169059,HGNC:18159,VCX3A,VCX3A,X
ENSG00000133142,HGNC:26121,TCEAL4,TCEAL4,X
ENSG00000196632,HGNC:14543,WNK3,WNK3,X
ENSG00000185515,HGNC:24185,BRCC3,BRCC3,X
ENSG00000067829,HGNC:5386,IDH3G,IDH3G,X
ENSG00000185448,HGNC:29962,FAM47A,FAM47A,X
ENSG00000155008,HGNC:24009,APOOL,APOOL,X
ENSG00000102024,HGNC:9091,PLS3,PLS3,X
ENSG00000237331,HGNC:40078,XIAP-AS1,XIAP-AS1,X
ENSG00000252627,HGNC:47085,RNU6-122P,RNU6-122P,X
ENSG00000237025,HGNC:55087,PARD6BP1,PARD6BP1,X
ENSG00000232412,HGNC:55727,STAG2-AS1,STAG2-AS1,X
ENSG00000101972,HGNC:11355,STAG2,STAG2,X
ENSG00000237426,HGNC:38031,ZIK1P1,ZIK1P1,X
ENSG00000252693,,,,X
ENSG00000234564,HGNC:44936,HSPA8P20,HSPA8P20,X
ENSG00000282419,HGNC:52278,TEX13D,TEX13D,X
ENSG00000232054,HGNC:45213,NPM1P34,NPM1P34,X
ENSG00000226532,,,,X
ENSG00000147257,HGNC:4451,GPC3,GPC3,X
ENSG00000126895,HGNC:897,AVPR2,AVPR2,X
ENSG00000130032,HGNC:30798,PRRG3,PRRG3,X
ENSG00000183862,HGNC:2149,CNGA2,CNGA2,X
ENSG00000281849,,,,X
ENSG00000275287,,,Metazoa_SRP,X
ENSG00000280767,,,,X
ENSG00000234958,HGNC:38717,FABP5P13,FABP5P13,X
ENSG00000229232,HGNC:38714,KRT18P53,KRT18P53,X
ENSG00000185960,HGNC:10853,SHOX,SHOX,X
ENSG00000102003,HGNC:11506,SYP,SYP,X
ENSG00000237490,HGNC:36877,RPS27AP17,RPS27AP17,X
ENSG00000228550,,,,X
ENSG00000101846,HGNC:11425,STS,STS,X
ENSG00000264268,HGNC:41548,MIR4767,MIR4767,X
ENSG00000279682,,,,X
ENSG00000274923,,,,X
ENSG00000006757,HGNC:24887,PNPLA4,PNPLA4,X
ENSG00000204116,HGNC:1934,CHIC1,CHIC1,X
ENSG00000236446,HGNC:33293,CT47B1,CT47B1,X
ENSG00000230707,,,,X
ENSG00000179304,HGNC:31962,FAM156B,FAM156B,X
ENSG00000189186,HGNC:31811,DCAF8L2,DCAF8L2,X
ENSG00000124334,HGNC:6030,IL9R,IL9R,X
ENSG00000197172,HGNC:6804,MAGEA6,MAGEA6,X
ENSG00000165175,HGNC:20715,MID1IP1,MID1IP1,X
ENSG00000187243,HGNC:22880,MAGED4B,MAGED4B,X
ENSG00000241476,HGNC:11336,SSX2,SSX2,X
ENSG00000182583,HGNC:12667,VCX,VCX,X
ENSG00000101812,HGNC:27867,H2BW2,H2BW2,X
ENSG00000260802,HGNC:48576,SERTM2,SERTM2,X
ENSG00000130988,HGNC:9989,RGN,RGN,X
ENSG00000206685,HGNC:48152,RNU6-1189P,RNU6-1189P,X
ENSG00000201659,HGNC:10109,RNU12-2P,RNU12-2P,X
ENSG00000182872,HGNC:9896,RBM10,RBM10,X
ENSG00000237351,HGNC:54951,ITPK1P1,ITPK1P1,X
